"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","ext_gene"
"1","ENSMUSG00000048978",4.35904373546791e-32,6.26699717848221e-28,-1.78233595795237,0.151164562227535,7.17316404924026,0.960612957151608,0.000467548409860357,0.00902809790090399,0.0338085389003032,0.0338085389003032,"Nrsn1"
"2","ENSMUSG00000031428",4.01463972738342e-29,2.88592376802957e-25,1.18706162734147,0.105974656677421,10.1990893129276,0.432479799219424,4.45442298420984e-05,0.0121369646294753,0.0168013975570039,0.0168013975570039,"Zcchc18"
"3","ENSMUSG00000027438",2.35124115130092e-27,1.00205103353635e-23,-1.12727638634655,0.104040869032763,8.96452720988768,0.389922216387606,0.00013182885217137,0.0107389224268827,0.0161049247914674,0.0161049247914674,"Napb"
"4","ENSMUSG00000042182",2.78792803376602e-27,1.00205103353635e-23,-1.3228729073079,0.122269335909305,8.14852431877798,0.542937567271221,0.000272623520867706,0.0221520622346859,0.0203795672706271,0.0221520622346859,"Bend6"
"5","ENSMUSG00000032479",1.15684899156073e-26,3.32640359033373e-23,-1.32734581442517,0.12418882653186,8.0648631722488,0.534853644135019,0.00203384306248289,0.00584062045428447,0.0211004538905576,0.0211004538905576,"Map4"
"6","ENSMUSG00000028557",5.98716936790175e-26,1.43462556670539e-22,-1.19308619232521,0.113254641649798,8.34158885177476,0.430041221698238,0.000296735867951886,0.00345929288594281,0.0189431849148844,0.0189431849148844,"Rnf11"
"7","ENSMUSG00000059824",3.0541778668305e-24,6.27284502734602e-21,1.39842829900824,0.137668301946915,7.5211246785539,0.598231571125975,0.000860859485710398,0.0135779641216002,0.0275679825557099,0.0275679825557099,"Dbp"
"8","ENSMUSG00000020271",1.09428229887048e-23,1.96656207635762e-20,-1.36298734979272,0.135853844915923,7.62764402302525,0.575845369559246,0.00166103352527383,0.021495235038167,0.0260233672423855,0.0260233672423855,"Fbxw11"
"9","ENSMUSG00000030105",1.45497229242531e-23,2.32423740535542e-20,-1.50414539986561,0.150345573589548,7.33848068658009,0.687401045278105,0.00330854291109745,0.00752274471019881,0.030597144335858,0.030597144335858,"Arl8b"
"10","ENSMUSG00000042712",3.02597078484388e-23,4.35043819737005e-20,1.0654654805795,0.107277675275756,8.69495185693031,0.353080345505167,0.000232054751086078,0.015412118265433,0.0170306946677697,0.0170306946677697,"Tceal9"
"11","ENSMUSG00000044080",1.40372424586313e-22,1.83466758934311e-19,1.45196417106459,0.148497610108853,7.25655778251953,0.641744905844324,0.000948657345488902,0.0106574921891833,0.0321286529665725,0.0321286529665725,"S100a1"
"12","ENSMUSG00000041556",6.51320089091088e-22,7.80335743405215e-19,1.09706157505231,0.114026647560544,8.30189960085868,0.370937470090243,0.000289152112803298,0.0120536482039032,0.0192139624180415,0.0192139624180415,"Fbxo2"
"13","ENSMUSG00000032199",5.16637088577704e-21,5.71360878652435e-18,-1.07180099500061,0.11395175848858,8.29992409882745,0.349766570287583,0.00024974453429152,0.00617445349357598,0.0192277603596679,0.0192277603596679,"Polr2m"
"14","ENSMUSG00000050565",7.68394239453559e-21,7.89085998615987e-18,1.79659914031721,0.19186420819061,8.02934020418555,1.0125047905581,0.00166038695042922,0.0535574246264853,0.0214259135441142,0.0535574246264853,"Tor1aip2"
"15","ENSMUSG00000002985",1.77430827140308e-20,1.7006153345308e-17,1.38070711495747,0.148861486801334,9.74483139935647,0.598497331891499,7.75695396905817e-05,0.033162043839365,0.0156203977872401,0.033162043839365,"Apoe"
"16","ENSMUSG00000036825",2.03756111881115e-20,1.83087601282174e-17,-1.70761062321996,0.184400151257423,6.59622457308346,0.902419951182885,0.00147391038525281,0.0330757633932345,0.0495312132903877,0.0495312132903877,"Ssx2ip"
"17","ENSMUSG00000019761",2.77455661877097e-20,2.21610002822612e-17,1.51139182983678,0.163795100620889,7.06806341652463,0.715896668362631,0.00413032757904322,0.034126034137739,0.0361129249020677,0.0361129249020677,"Krt10"
"18","ENSMUSG00000021395",2.76513743110614e-20,2.21610002822612e-17,-1.44702080162869,0.156812783306875,7.25727131549244,0.657669058913978,0.000916107334878398,0.0359692661777948,0.0321148175404287,0.0359692661777948,"Spin1"
"19","ENSMUSG00000040550",3.05105683621582e-20,2.30868653338289e-17,-1.71951385840754,0.186555944985989,6.57066260564877,0.928507308560415,0.00176560419470873,0.0500955655349699,0.0504390767197145,0.0504390767197145,"Otud6b"
"20","ENSMUSG00000026385",3.21939512348317e-20,2.31426218451588e-17,1.26713160625715,0.137561443141849,9.16252969566092,0.504394533039869,0.000177360589201351,0.028207365369701,0.0156844350158535,0.028207365369701,"Dbi"
"21","ENSMUSG00000004902",4.09869199701848e-20,2.80604261148261e-17,1.20766026482864,0.131475572931531,7.67607565833967,0.444136405337328,0.000558321286288616,0.00769594216812867,0.0253704181302227,0.0253704181302227,"Slc25a18"
"22","ENSMUSG00000094870",2.24345756134485e-19,1.46609951633886e-16,-1.51332904246249,0.168135167633873,7.14613045881433,0.720972758742455,0.00503297804529979,0.0373711738476059,0.0343807045177644,0.0373711738476059,"Zfp131"
"23","ENSMUSG00000006941",2.39887713488208e-19,1.49950680731303e-16,1.04028013652547,0.115672625664654,8.23377684188761,0.336588921453473,0.00036251240111797,0.014555103497182,0.0197077220911148,0.0197077220911148,"Eif1b"
"24","ENSMUSG00000024194",6.39212148542825e-19,3.82914710816675e-16,1.35867853255173,0.152918249977105,7.4519783709922,0.581862995856349,0.000779735647174443,0.0342962511169163,0.0286554939407751,0.0342962511169163,"Cuta"
"25","ENSMUSG00000027447",1.46978580869626e-18,8.45244422865046e-16,1.06617044643223,0.121266583821491,9.12724939816792,0.358662527475729,0.00011586204585525,0.0219425144817469,0.0157440429809055,0.0219425144817469,"Cst3"
"26","ENSMUSG00000041658",4.96683953852942e-18,2.74647123251683e-15,0.964763429690892,0.11148011235334,8.41570417809981,0.281322099188517,0.00017218336337027,0.00244226239642646,0.0184695398120996,0.0184695398120996,"Rragb"
"27","ENSMUSG00000035530",5.52517003266167e-18,2.94205072442877e-15,0.886588881922138,0.102591056355055,9.23902843601284,0.24640136403447,0.000209908541025512,0.0130268544215844,0.0155774787250436,0.0155774787250436,"Eif1"
"28","ENSMUSG00000057522",1.82199287608494e-17,9.3552827069547e-15,-1.77892958521113,0.209172266533522,6.3225481468472,0.968297523486463,0.00506318914896438,0.0185872892818213,0.0605663664811919,0.0605663664811919,"Spop"
"29","ENSMUSG00000028149",2.00230922156412e-17,9.92662057876804e-15,-1.11050599778026,0.130745297738098,7.74731883008067,0.390480270788527,0.00054997134113108,0.0250915279798046,0.024462711884594,0.0250915279798046,"Rap1gds1"
"30","ENSMUSG00000028517",3.45086961517579e-17,1.65377174857941e-14,1.65066341882902,0.195803684018244,7.69404393652083,0.86341381588823,0.000796486507551843,0.0567121375051225,0.0251356623528535,0.0567121375051225,"Plpp3"
"31","ENSMUSG00000018548",4.11724755980362e-17,1.90947316668699e-14,-1.54312945448881,0.183498126594827,6.64183778766566,0.735034852893668,0.00254136393164965,0.0232840096938289,0.047965979764067,0.047965979764067,"Trim37"
"32","ENSMUSG00000055430",7.76951165575098e-17,3.49069590858537e-14,-0.864912109905242,0.103772437907552,9.98957324556988,0.2327375620675,3.84754806743767e-05,0.010356117905923,0.0161146028232408,0.0161146028232408,"Nap1l5"
