"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","ext_gene"
"1","ENSMUSG00000045404",2.85491203369255e-08,0.000410479252204315,1.98872380088054,0.358321562093325,5.37312158841629,1.19518691912235,0.0124889031644133,-0.000915286810106997,0.141584307068788,0.141584307068788,"Kcnk13"
"2","ENSMUSG00000027525",8.22114195039606e-07,0.00591017894813973,-1.07552220391043,0.218156748781731,7.48916439283245,0.361414662484863,0.00284442104681157,0.0163425911579354,0.0542664194000065,0.0542664194000065,"Phactr3"
"3","ENSMUSG00000021379",3.74543741824197e-06,0.0154705375028512,1.11586428540868,0.241266375792465,8.8225139089424,0.425934448714416,0.000205388001114613,0.0696459689045228,0.0551900905110928,0.0696459689045228,"Id4"
"4","ENSMUSG00000023067",4.30394700315793e-06,0.0154705375028512,-1.01934809329435,0.221783636672875,7.16028473382323,0.343981664611179,0.000923636880390831,0.0420903684800496,0.0581019409146243,0.0581019409146243,"Cdkn1a"
"5","ENSMUSG00000049521",2.03562689300368e-05,0.0585364869352137,0.96256244090191,0.225903416788974,7.01794384822028,0.295254878886669,0.000916356798762094,0.0221462339961126,0.0603224676615575,0.0603224676615575,"Cdc42ep1"
"6","ENSMUSG00000037523",4.5231434855705e-05,0.0895662833186977,1.34767621760411,0.330394442628298,5.54083173745555,0.624221575469277,0.00493944164649275,0.10086351731425,0.126053143617104,0.126053143617104,"Mavs"
"7","ENSMUSG00000039904",4.81419544718868e-05,0.0895662833186977,0.946188966355694,0.232795227739326,6.84137015554043,0.279116412303153,0.00148886417995021,0.0125569282029515,0.0635434774898954,0.0635434774898954,"Gpr37"
"8","ENSMUSG00000071637",4.98351833738755e-05,0.0895662833186977,-1.62903726962965,0.401596941225282,5.11549038572654,0.941280820634077,0.0041808808970958,0.189355242944707,0.175197012886239,0.189355242944707,"Cebpd"
"9","ENSMUSG00000004630",9.08692457692576e-05,0.119694808639333,1.65415941319354,0.422652031640964,5.91154678518208,0.981644275142247,0.00482599736470308,0.209535690455579,0.0978009825282322,0.209535690455579,"Pcp2"
"10","ENSMUSG00000030077",8.95387575998351e-05,0.119694808639333,1.02951599437769,0.262811290375149,6.61220301179952,0.378173772641626,0.0140015698672128,0.0662688539164924,0.0688821593511686,0.0688821593511686,"Chl1"
"11","ENSMUSG00000052837",9.15734382412483e-05,0.119694808639333,-0.932697406169578,0.238425774651512,6.66692933555382,0.275700490802173,0.000758410944514654,0.0188724628681996,0.0674578090772936,0.0674578090772936,"Junb"
"12","ENSMUSG00000007097",0.000155850448363704,0.186734812214444,0.825215391280318,0.218221056601325,7.73530408210523,0.247152519191557,0.000416087009938203,0.0567284284431002,0.0525101446734084,0.0567284284431002,"Atp1a2"
"13","ENSMUSG00000019970",0.000231409622694421,0.232871457408971,-0.937142063376803,0.254519707256233,6.36259035299499,0.305503319053463,0.000766169649662408,0.0552774903082356,0.0769701680084959,0.0769701680084959,"Sgk1"
"14","ENSMUSG00000022376",0.00023224041296282,0.232871457408971,-1.32288836861381,0.359374240866425,5.428901801872,0.6412449512426,0.00595616950055464,0.149023644497428,0.136137736764192,0.149023644497428,"Adcy8"
"15","ENSMUSG00000035759",0.000242945601692487,0.232871457408971,5.40450930376395,1.47278532471996,2.54955840169843,8.86290685653088,0.0047794267098524,0.128941389542862,2.5981365085427,2.5981365085427,"Bbs10"
"16","ENSMUSG00000004558",0.000364712352332317,0.315680568505671,0.776177913151757,0.21775937040413,7.40253875597109,0.216730961445813,0.00179804643743522,0.0461957076778037,0.0551049256411285,0.0551049256411285,"Ndrg2"
"17","ENSMUSG00000081752",0.000373248689984448,0.315680568505671,5.63596402775395,1.58388788007088,2.68854941609384,9.76093902255919,0.581447951381044,-0.272498796823396,2.42899302858146,2.42899302858146,"Sms-ps"
"18","ENSMUSG00000024534",0.000395496407084557,0.315913741170098,4.19159716350175,1.18304073518535,3.33297714136321,6.53047287731988,0.0310350838065211,1.64846737352295,1.52300777396369,1.64846737352295,"Sncaip"
"19","ENSMUSG00000000567",0.000444174957781271,0.317082960156169,1.47499901947651,0.41994736064245,7.42958985993972,0.811406839376505,0.000952687992929733,0.210674254859742,0.0548303495536707,0.210674254859742,"Sox9"
"20","ENSMUSG00000024190",0.000455739510716574,0.317082960156169,-0.794385372522087,0.226610731070459,6.99290791647083,0.210053387474268,0.000878913009780759,0.0267730222584216,0.0607439951137649,0.0607439951137649,"Dusp1"
"21","ENSMUSG00000041329",0.000478643470707322,0.317082960156169,0.77841266539685,0.222885561736169,7.12811471016423,0.21391927539108,0.00103761400440379,0.0418175754569446,0.0585759543521331,0.0585759543521331,"Atp1b2"
"22","ENSMUSG00000087006",0.000485173537587683,0.317082960156169,-0.786466819340184,0.22542543980499,7.03539213099286,0.219554911710362,0.000945475008443697,0.0443823841028121,0.0600344796850841,0.0600344796850841,"Gm13889"
"23","ENSMUSG00000022505",0.000676029727367085,0.422606757394955,2.50263384982402,0.736259274260374,4.22154886852579,2.29484394037212,0.13260531283519,0.421916133146971,0.517887949886104,0.517887949886104,"Emp2"
"24","ENSMUSG00000055254",0.000720125351936071,0.431415096255701,0.954142792007268,0.282140508755601,7.57003127775316,0.344759480274609,0.000600569525190462,0.0949233504918529,0.0535889547618703,0.0949233504918529,"Ntrk2"
"25","ENSMUSG00000000753",0.000825230233869211,0.441911057600576,-0.974233706262203,0.291321226991906,5.93728999596148,0.310544737601343,0.00548029248035686,0.0289268318878118,0.0963613762749269,0.0963613762749269,"Serpinf1"
"26","ENSMUSG00000004902",0.000804512634367675,0.441911057600576,1.31861128964016,0.393469957935069,7.50944837500763,0.660957466967627,0.000728138994769061,0.185054190362141,0.0540870495115998,0.185054190362141,"Slc25a18"
"27","ENSMUSG00000022122",0.000845105848845348,0.441911057600576,0.820717661839893,0.245901824515388,6.56680897551687,0.230231478103303,0.00241359001812167,0.0351307219372395,0.0701476587418743,0.0701476587418743,"Ednrb"
"28","ENSMUSG00000024206",0.000860586285492845,0.441911057600576,3.98824068782419,1.19675881086892,3.21029687591134,5.97281621375539,0.0287624850388827,1.57256695302842,1.68991549663198,1.68991549663198,"Rfx2"
"29","ENSMUSG00000031983",0.000989122315953012,0.458761311573303,0.844208965701226,0.256317797180881,6.37246102031457,0.260610771033376,0.00224678233669718,0.0601587345996709,0.0765917934452939,0.0765917934452939,"2310022B05Rik"
