"","target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","ext_gene"
"1","ENSMUSG00000069045",3.78632280287108e-12,5.15469986382869e-08,-7.35108432674029,1.05848123904257,3.71750341548422,16.7809646419236,0.00113326301013204,0.75810994801598,1.34332577707599,1.34332577707599,"Ddx3y"
"2","ENSMUSG00000001763",4.94270084810724e-10,2.492870869679e-06,-4.94414870228053,0.794762549309359,4.27771880151854,7.38606796556943,0.0745128273192753,-0.00426476266494152,0.683464184422379,0.683464184422379,"Tspan33"
"3","ENSMUSG00000023067",7.32443328831792e-10,2.492870869679e-06,1.44962013609721,0.23536934414251,7.39492302894487,0.6383694306287,0.000844117111777288,0.00975570813509566,0.065634356682713,0.065634356682713,"Cdkn1a"
"4","ENSMUSG00000034265",6.89664927132316e-10,2.492870869679e-06,-3.38970073506252,0.549523069580925,4.85149824863402,3.63305714104212,0.0351429960570062,0.212904762685801,0.327227728744964,0.327227728744964,"Zdhhc14"
"5","ENSMUSG00000022091",3.52174628099461e-09,9.58901077389214e-06,-3.66142355193561,0.620031602697902,4.63667602335635,4.13336450972226,0.0301495021523087,0.118594206809874,0.431177523860646,0.431177523860646,"Sorbs3"
"6","ENSMUSG00000037251",1.19566460762093e-08,2.71296299469188e-05,-4.96156083535659,0.870396861185884,4.19362309190075,7.76822192553129,0.140812067267963,0.369982797596,0.768296767886723,0.768296767886723,"Pomk"
"7","ENSMUSG00000004902",3.39418841389254e-08,6.60121158096185e-05,-1.26824272356067,0.229763155233334,7.59215110395495,0.484354188675983,0.000525054885165753,0.00190468767031147,0.062824274118167,0.062824274118167,"Slc25a18"
"8","ENSMUSG00000027525",5.78595913074556e-08,9.84625595074625e-05,1.26315078528299,0.232826285296225,7.62675500053154,0.499326592637514,0.0026455407689048,0.0249032868700324,0.0624041541809024,0.0624041541809024,"Phactr3"
"9","ENSMUSG00000029705",6.93764432111144e-08,0.000104943433097346,-1.46622735271262,0.27188718138248,6.59422720809316,0.681184079462105,0.00266345637675368,0.0456529229689949,0.0860437109033778,0.0860437109033778,"Cux1"
"10","ENSMUSG00000020524",1.48994792347014e-07,0.000202841510301225,-1.40627144290142,0.267667620494613,6.67945349649412,0.613362348338984,0.00313412454664858,0.0236425914573165,0.0828410215268493,0.0828410215268493,"Gria1"
"11","ENSMUSG00000020528",2.05595795519371e-07,0.00025445283274552,-1.62397806790748,0.312651862927197,6.07532609480419,0.852033306269423,0.00476308566587982,0.0763594166755496,0.112538339204337,0.112538339204337,"Prpsap2"
"12","ENSMUSG00000052837",5.76719550199074e-07,0.00065428832970085,1.27212542372243,0.254483396421206,6.86520826808865,0.517788945931558,0.000725336039642806,0.0423386877300428,0.0769888228252442,0.0769888228252442,"Junb"
"13","ENSMUSG00000021993",8.94157806219964e-07,0.000869504598134185,-1.43405489774016,0.291853789528023,6.31141590098777,0.686311250814806,0.00266672150048458,0.0898095663595768,0.0995476398537563,0.0995476398537563,"Mipep"
"14","ENSMUSG00000024940",8.35580162013938e-07,0.000869504598134185,-2.34764614353486,0.47649865613747,5.1001696150901,1.85777859694696,0.0133832762276513,0.259077886933326,0.239976939517554,0.259077886933326,"Ltbp3"
"15","ENSMUSG00000051335",1.01684167557711e-06,0.000922885504753786,1.88332426588998,0.385267814268243,5.46722110373571,1.11476446535778,0.00805553019797869,0.0595329740830439,0.170062016255256,0.170062016255256,"Gfod1"
"16","ENSMUSG00000027808",1.26217758819506e-06,0.00107395535535547,-1.53386088622954,0.316545935616213,6.01180633292211,0.780320344871766,0.00363585135008237,0.0956995878236608,0.11660574387609,0.11660574387609,"Serp1"
"17","ENSMUSG00000035805",1.36176082471996e-06,0.00109053010986691,-1.35569915726967,0.280652767771681,6.69217169184596,0.622265439958619,0.00151971678133326,0.0929994544881526,0.0823938395753148,0.0929994544881526,"Mlc1"
"18","ENSMUSG00000041444",2.38830759459232e-06,0.00180635664404333,-1.78121394491819,0.377580622354738,5.6023342231451,1.02884446346368,0.0165316457769179,0.0861717251462407,0.154548905876432,0.154548905876432,"Arhgap32"
"19","ENSMUSG00000060121",2.5344834876644e-06,0.00181602411584543,-2.84793709485551,0.605256920506834,4.66696953759202,2.76008118737883,0.0246012509580231,0.411208720378802,0.415001876827676,0.415001876827676,"Gemin2"
"20","ENSMUSG00000071793",2.98703774202158e-06,0.00203327659099409,-2.93246460015004,0.627707017921767,4.63058878343736,2.77389275414494,0.0383359322677258,0.220448287472269,0.43448338815016,0.43448338815016,"2610005L07Rik"
"21","ENSMUSG00000036478",3.63418661956261e-06,0.00206149235994689,-1.40771099389498,0.303957468598308,6.29792186619352,0.651010719587879,0.010619392016873,0.0647348038338433,0.100248779243157,0.100248779243157,"Btg1"
"22","ENSMUSG00000041153",3.46004529833268e-06,0.00206149235994689,-6.1959766437092,1.33492808921059,3.02443880566558,11.6403113685838,0.0117916554589243,0.152572874896877,2.12664794857721,2.12664794857721,"Osgin2"
"23","ENSMUSG00000049001",3.58821698890384e-06,0.00206149235994689,-1.64953264817542,0.355969876924964,6.04917965116748,0.93033048516916,0.026714425580154,0.125343038353414,0.114167186927772,0.125343038353414,"Ndnf"
"24","ENSMUSG00000071256",3.34592824535619e-06,0.00206149235994689,-6.19399647960089,1.33251366988766,3.02325070720059,11.5272078765846,0.00277516583783355,0.0205983805516082,2.12793605068713,2.12793605068713,"Zfp213"
"25","ENSMUSG00000032355",4.06130262011451e-06,0.00221162295480956,-6.16917533039543,1.33873273158535,3.00835801767731,11.5258775995528,0.00663765055931201,0.137709445980543,2.14400874138225,2.14400874138225,"Mlip"
"26","ENSMUSG00000030871",4.29098931938205e-06,0.00224682802284874,-6.15930147149427,1.33992058466995,3.00243370233662,11.4507067826505,0.00410110078348333,0.0887100960499553,2.15036350708324,2.15036350708324,"Ears2"
"27","ENSMUSG00000041205",4.46717261794851e-06,0.00225244770447226,-2.63777564941445,0.574882761749627,4.73684934452265,2.34509439423789,0.017063041420752,0.32658533357223,0.379525186287502,0.379525186287502,"Map6d1"
"28","ENSMUSG00000046731",5.37800904152746e-06,0.00261486482469125,-6.12499849023123,1.34630905202845,2.98185191357879,11.2548987422108,0.002798365938804,-0.00250931179171995,2.17225931034969,2.17225931034969,"Kctd11"
